(AO)Percentage SLAs Met,Ageing,Average Resolution Effort - Incidents,Average Resolution Effort - Problems,Backlog Processing Efficiency - Incidents,Backlog Processing Efficiency - Problems,Delivered Defects,clusters_second_pass,warning_second_pass
100,0,10.91,1,1,1,0,0,
100,0,10.54,7,1,1,0,0,
100,0,8.09,4,1,1,0,0,
100,0,22.89,50,1,1,0,0,
100,0,6.02,40,1,1,0,0,
95.03,9,9.27,16,0.95,1,0,0,
100,0,0.23,1,1,1,0,0,
100,0,0.23,1,1,1,0,0,
100,0,4,1,1.25,1,0,0,
100,0,12.78,12.95,0.95,1,0,0,
100,0,1.79,1.79,1,1,14,0,
100,0,2.86,2.86,1,1,14,0,
100,0,0.55,0.5,1,-0.67,0,0,
100,0,23,9.25,1,1,0,0,
100,0,4.32,8,1,5,0,0,
100,0,7.6,9,1,1,0,0,
100,0,5.22,20,0.83,0.67,0,0,
100,0,1,0.25,0.99,0.89,0,0,
100,0,6,5,1,1,0,0,
100,0,3.14,1,7.17,1,5,0,
100,0,1,10,1,1,0,0,
100,0,1,10,1,1,0,0,
100,0,1.2,0.83,1,1,0,0,
100,30,3.18,59.88,1.01,1.21,0,0,
100,0,6.16,54,1.07,1,0,0,
100,0,6.04,15,1.01,1,0,0,
95,0,2.4,2.3,1,1.2,42,0,
95,0,2.33,2.79,1.14,1.45,32,0,
100,0,0,0,1.04,0.75,0,0,
100,0,1,1.5,1,1,0,0,
100,0,2.57,1,1,1,0,0,
100,0,1.48,8,1,1,0,0,
100,0,22.14,50,1,1,0,0,
100,0,40.53,1,1,1,0,0,
100,0,10,10,1,1,0,0,
100,0,1,10,1,1,0,0,
100,91,1.15,12.47,1.16,-0.24,0,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,0,11,117.5,1.32,0.67,0,0,
75,4,14.68,73.33,0.8,1,1,0,
82.08,0,1.25,1.67,3.33,3,20,0,
100,24,2.57,5.5,0.8,1,0,0,
100,0,13.13,26.67,0.94,0.6,0,0,
100,0,2.56,2.56,1,1,0,0,
100,0,1,1,1,1,0,0,
100,0,1.94,22.33,1.04,0.98,0,0,
100,0,0.68,32.71,1.1,0.96,0,0,
100,0,6.88,24,1,1,0,0,
100,0,0.05,0.25,1.58,1.33,4,0,
100,0,0.05,0.29,1.29,1.75,6,0,
100,0,0.05,0.25,1.58,1.33,4,0,
100,0,22.63,61.44,1.09,2,0,0,
100,0,0,0,1,0.88,0,0,
100,0,0,0,1,0.86,0,0,
100,0,0,0,1.07,2.25,0,0,
100,0,0,0,1,0.5,0,0,
100,0,22.78,50,1,1,0,0,
100,0,10,10,1,1,0,0,
100,0,1.19,865,1,-0.11,14,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,5.83,3.41,1.1,1.08,0,0,
100,0,0.03,8,1,1,1,0,
100,92,3.26,8.33,0.99,0.6,0,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,92,3.26,5,0.99,1,0,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,37,7.53,80,1.04,1,0,0,
100,35,14.45,80,1.02,1.43,0,0,
100,92,3.26,5,0.97,1.5,0,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,15,20.1,80,1,1.71,0,0,
100,0,3.58,11.75,1.04,1,4,0,
90.91,0,1.87,18.27,1,1.47,30,0,
100,7,0.13,0.02,1,1,0,0,
100,80,4.12,5.71,1.03,0.93,0,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,8,6.12,7.15,1.04,1.18,1,0,
100,0,34.31,50,0.88,1,0,0,
99.19,2,2.55,10,1,0.75,5,0,
100,5,5.57,22.22,1.03,1,0,0,
100,0,6.33,36.9,1.02,2,0,0,
100,0,1,1,1,1,0,0,
100,0,4,4,1,1,0,0,
100,0,1,1,1,1,0,0,
100,0,2,4,1,1,0,0,
100,0,6.51,36,0.71,1,0,0,
100,0,6.51,36,0.71,1,0,0,
100,0,3.46,36,1.12,1.25,0,0,
95.24,0,3.34,186,1.13,0.5,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,0.6,114,0.91,0.29,0,0,
100,0,0.49,29.55,1,1.06,0,0,
100,0,6.52,21.33,1,1,0,0,
100,0,0.05,0.25,1.58,1.33,4,0,
100,0,1.24,2,1.03,1,0,0,
100,0,2,2.01,0.99,0.96,0,0,
100,0,2,2.01,1,1,0,0,
100,0,2.53,5,1,1,0,0,
100,0,2.59,4,1,1,0,0,
100,0,2.46,2,1,1,0,0,
100,0,5.23,17,0.91,1,4,0,
100,1,11.25,72,0.74,1,0,0,
100,60,69.67,72,1,1,100,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
81.82,0,1.91,12,1.02,1.61,15,0,
100,0,4.23,3.39,1,1,0,0,
100,77,4.32,7.67,1.04,1,0,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,0,3.95,27.5,0.96,2,0,0,
100,2,3.36,3.83,1.9,1,0,0,
100,0,1.79,0.67,1,1,0,0,
100,0,10.01,39.5,0.86,1,0,0,
100,0,1,1,1,1,0,0,
100,0,4.62,3,1.35,-0.14,0,0,
100,137,3.46,5,1.03,1.62,0,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,0,7.47,12.07,0.96,-34,0,0,
100,0,2.17,47.93,1,1,0,0,
100,0,1.87,0.25,1.1,1,0,0,
100,0,8.22,17,1,1,0,0,
117.65,0,4,38.77,1,1,0,5,"%SLAs met is more than 100%, please re-check"
100,0,8.5,10,1,1,0,0,
100,0,1,1.67,1,0.6,0,0,
100,0,1,0.5,1,1,0,0,
100,0,1,1,1,1,0,0,
100,0,1,0.5,1,1,10,0,
117.65,0,4.67,72,1.04,2.33,0,5,"%SLAs met is more than 100%, please re-check"
117.65,0,4.36,50.4,0.97,0.71,0,5,"%SLAs met is more than 100%, please re-check"
100,0,12,12,1,1,0,0,
100,0,6.72,29.33,1,0.23,0,0,
100,0,6.61,39.29,0.86,0.64,0,0,
100,4,4.59,3.29,1.46,4,3,0,
100,5,6.55,2.36,1.47,0.88,6,0,
100,0,9.84,20,1.04,8.5,0,0,
100,0,1,5,1,1,0,0,
95.93,0,2.7,3,-12.27,1,1,0,
95.56,0,2.7,3,-12.27,1,1,0,
100,2,4.04,8.58,12,-1.71,0,0,
100,1,4.12,16,1.18,-0.63,0,0,
100,0,4,8,-0.33,-0.5,0,9,Negative values entered
100,0,2,1,1,1,0,0,
100,0,10.06,10.06,0.76,1.06,0,0,
100,0,25.65,15.04,1,1,0,0,
100,0,15.6,45,1,1,0,0,
100,0,0.16,17,1.16,1.33,0,0,
100,7,5.77,6,1,1,0,0,
100,0,11.9,4,0.97,1,0,0,
100,0,2.19,2.74,1,1,0,0,
100,2,8.91,4,1.17,1,0,0,
100,2,17.43,2.5,1.24,1,0,0,
100,3,3.46,100,1,1,0,0,
100,1,3.53,100,1,1,0,0,
100,2,6.8,32.57,1.17,1.67,0,0,
100,0,1.61,0.88,0.96,1,0,0,
100,0,9.11,35.91,0.87,1,0,0,
100,0,9,34.09,0.83,1,0,0,
100,1,0,0.04,0.93,0.9,20,0,
100,0,3.54,50,0.96,1,0,0,
100,0,1.37,3,0.99,-1,0,0,
100,25,1.02,5.79,1.01,0.86,0,0,
100,39,0.96,8.33,1.04,1.2,0,0,
100,12,1.88,20.04,1.1,1.05,0,0,
100,0,9.92,20,1.07,3.25,0,0,
75,9,3.72,18.26,1.14,1,0,0,
100,0,5.62,11.05,1,1,0,0,
100,0,2.42,2.42,1,1,0,0,
100,0,2.5,2.1,1,1,0,0,
100,0,1.82,6,1.89,37,0,0,
100,0,2.67,1,21,1,7,0,
100,0,3.08,1,8.5,1,7,0,
100,2,3.5,100,1,1,0,0,
100,0,0.9,5,0.86,1,0,0,
100,0,42.25,42.25,1,1,0,0,
100,1,1.06,33.75,1.04,4,1,0,
95.56,20,5.04,21.33,0.99,0.94,0,0,
96.83,12,4.5,22.86,0.99,1.17,0,0,
100,0,3.67,9,1,1,0.13,0,
100,0,8.33,9.38,48,70.67,0,0,
100,0,3.63,12.83,1,1,0,0,
100,0,3.99,12.83,1,1,0,0,
100,0,0.47,4.8,1,1,5,0,
100,0,5.71,20,0.78,1,0,0,
100,0,6.59,25.22,1,1.36,0,0,
100,100,0,0,1.12,6.7,0,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,0,0,0,1,1,0,0,
100,0,0.93,0.92,1.06,1.16,2,0,
100,5,1.1,1.48,1.33,1.08,0,0,
100,0,13.63,182,1,0.33,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,0.09,0.09,1,1,0,0,
100,0,7.8,5.98,1.16,1.16,0,0,
100,0,7.95,6,1.13,1,0,0,
100,0,1,0.25,1,1,0,0,
100,0,0.47,2.4,1,1,5,0,
100,0,8,20,0.5,1,0,0,
100,0,2.05,6.92,1,0.63,0,0,
100,0,3.98,5.67,1.03,1.5,0,0,
100,0,2,0.53,1,1,0,0,
100,12,7.34,147,1.27,1,0,0,
100,0,7.77,35,1.03,1,0,0,
100,0,0,0,1.09,1.07,1,0,
100,0,0,0,1.08,0.62,0,0,
100,0,0,0,1.9,7,0,0,
100,0,1,1,1,1,0,0,
100,0,4.25,21.19,1,1,0,0,
100,0,9.71,14.22,1,0.9,0,0,
100,0,55.8,55.8,0.83,5,183,3,Delivered Defects values entered look unusually higher than normal (atleast 100 times higher). Maybe inflow of incidents tickets has increased
100,0,0.5,13,0.99,1,0,0,
100,0,6.53,1.62,1,3.55,0,0,
100,0,3.69,13,1,1,0,0,
100,0,0.14,0.14,1,1,0,0,
100,0,0.04,0.14,1.12,7,0,0,
100,0,8.59,24.93,1,0.73,0,0,
100,0,8.06,7.5,1,1,0,0,
41.18,88,0,0,1.38,0.7,0,0,
100,0,1,0.25,1,1,0,0,
100,0,14.75,7.06,1,0.95,0,0,
100,0,32.22,0.8,0.93,1,0,0,
100,0,1,1,1,1,0,0,
100,0,30.61,38.41,1,1,0,0,
100,0,32.83,0.8,1,1,0,0,
100,0,1.48,1,1,1,0,0,
100,0,7.11,29.33,1.09,1.09,0,0,
100,0,0,0,1.5,1,0,0,
100,0,8.5,6.2,0.87,1,0,0,
100,0,31,47.13,1,0.84,0,0,
100,0,10,18.33,1,1,0,0,
100,0,3.25,2.56,1,0.96,0,0,
100,0,2.83,6.86,2.5,3.5,14,0,
100,0,2.83,6.86,2.5,3.5,14,0,
100,0,12.78,12.95,0.95,1,0,0,
100,0,5.62,11.21,1.18,3.5,0,0,
100,0,2.61,4.91,1.11,2.32,0,0,
100,0,3.68,5.22,0.89,1,0,0,
100,0,3.8,5.22,0.94,1,0,0,
100,13,9.83,32.67,1.12,1.88,0,0,
100,9,6.57,9.08,1.18,2.4,0,0,
100,13,8,43.67,1.11,1.2,0,0,
100,42,3.56,20,0.99,1,0,0,
100,0,16.22,16.22,0.63,0.63,0,0,
100,0,6.52,9,1,1,0,0,
100,0,1.26,4.95,1,1.54,0,0,
100,14,4.51,26.75,1.1,1,0,0,
100,0,0,0,1.02,6.5,0,0,
100,0,1,0.25,0.99,0.89,0,0,
100,0,1.13,2.96,0.54,1.5,0,0,
100,0,1.62,7,1,1,0,0,
100,0,9.6,2,1,1,0,0,
100,0,4.15,1,1,1,0,0,
100,0,8.06,3,1,1,0,0,
100,0,10.91,1,1,1,0,0,
100,0,22.78,50,1,1,0,0,
100,0,9,5,1,1,2,0,
100,0,31.31,27.1,0.95,0.94,0,0,
100,0,7.74,10,1,1,0,0,
100,0,8.94,7.75,1,1,0,0,
100,0,9.6,2,1,1,0,0,
100,0,2.65,10,1.44,1,5,0,
100,0,47.17,149,1,1,0,0,
97.34,0,2.43,50,1.04,-0.77,0,0,
100,0,40.53,1,1,1,0,0,
100,0,10,10,1,1,0,0,
100,0,10,10,1,1,0,0,
100,0,1.87,50,0.94,2,0,0,
100,0,0.79,15.83,0.87,1,0,0,
100,0,8.25,10,0.73,1,1,0,
100,0,0,0,1.21,1,0,0,
100,0,10,1.2,1,1,0,0,
100,0,11.11,3.57,0.95,1,0,0,
100,0,2.05,10,1.03,1,0,0,
100,0,12.45,12.45,1,1,11,0,
100,0,0.55,0.67,1,-1,0,0,
100,0,5.31,46.7,0.99,1,0,0,
100,0,6.51,36,0.71,1,0,0,
100,0,6.51,36,0.71,1,0,0,
100,0,2.32,15,0.96,0.5,4,0,
100,0,1.31,1.31,1,1,0,0,
100,0,10,10,1,1,0,0,
100,0,6.51,36,0.71,1,0,0,
100,0,6.51,36,0.71,1,0,0,
100,0,6.51,36,0.71,1,0,0,
100,0,0.55,0.67,1,-1,0,0,
96.3,91,1.15,12.47,1.16,-0.24,0,0,
100,0,3.12,13,1,-1,0,0,
100,405,1.1,16.8,1.06,-0.32,0,4,"Ageing value is very high compared to normal data, even with higher %SLAs met and resolution efforts looking normal"
100,0,0.31,22.84,1.03,1.1,0,0,
98.48,1,3.19,10.67,0.8,0.67,2,0,
98.53,4,3.2,12.71,0.8,0.5,5,0,
99.05,0,3.22,13.33,0.79,0.6,4,0,
100,0,7.13,20.96,1.03,0.48,0,0,
100,0,6.79,7.47,1.04,0.49,0,0,
100,0,4.33,37.14,1.08,1,0,0,
100,60,69.67,72,1,1,100,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,0,56.89,56.2,1,1,100,0,
100,0,2.54,0.42,1,1,0,0,
98.25,0,1.73,0.25,0.72,1,0,0,
100,0,1.23,23.64,0.95,1.1,0,0,
98.98,1,3.19,10.67,0.81,0.67,4,0,
99.19,2,2.55,10,1,0.75,5,0,
100,0,0.79,0.25,0.74,1,0,0,
100,0,6.53,11.2,1,1,0,0,
100,0,8.22,17,1,1,0,0,
95.93,0,2.7,3,-12.27,1,1,0,
100,153,1.3,10.94,1.08,-0.11,0,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,175,1.18,18.27,1.06,-0.23,0,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,0,12.76,74.6,1.4,1,0,0,
100,0,12,103,0.99,1,0,0,
100,0,0,0,1,0.88,0,0,
100,0,0,0,1,0.86,0,0,
100,0,0,0,1.27,1.5,0,0,
100,0,10.12,40,3.46,0.05,1,0,
100,0,2.49,43,0.91,1,1,0,
100,0,9.55,1.95,3.48,1,1,0,
100,0,1,5,1,1,0,0,
100,0,5.36,5,1.02,1,0,0,
100,1,0.1,1,4.73,1,0,0,
100,0,3.63,12.83,1,1,0,0,
100,0,0,0,1.27,1.5,0,0,
100,0,5,13,-0.5,-0.5,0,9,Negative values entered
100,4,5.28,8.07,1.03,1.17,1,0,
100,0,10.31,12,1.08,0.33,0,0,
100,0,7.02,19.4,1.1,0.83,0,0,
100,0,6.66,6,1.1,0.83,0,0,
100,0,0.14,33.5,1.08,2,0,0,
75,423,6.52,74.33,1.15,1.5,0,4,"Ageing value is very high compared to normal data, even with higher %SLAs met and resolution efforts looking normal"
100,0,2.66,3,1,1,0,0,
100,0,9.79,0.4,-1.64,-0.98,1,9,Negative values entered
100,0,10.33,40,1.05,1,0,0,
100,0,10,17.27,1,1,0,0,
100,0,1.82,10,0.83,1,0,0,
100,0,1.82,4.38,1,1,0,0,
100,0,1.42,5,0.81,1,0,0,
100,0,1.42,4,1,1,0,0,
100,0,10,9,1,1,0,0,
100,0,6.13,35.43,1.15,1,0,0,
100,0,4,12,1,1,0.13,0,
100,0,2.47,22,0.96,0.04,0,0,
100,0,9.71,33,1,1,0,0,
100,0,1,0.5,1,1,10,0,
100,0,1,0.5,1,1,10,0,
100,24,1.03,9.34,1.04,0.93,0,0,
100,0,5.46,41,1.05,2.2,0,0,
100,0,9.53,4.12,1,1,0,0,
100,0,8.89,5.68,1.01,0.95,0,0,
100,0,3.94,4,1.24,1.33,0,0,
92.19,25,4.88,16.38,1,1.17,0,0,
95.32,12,4.15,24.62,1.01,0.72,0,0,
100,19,2.88,14.26,1,1,0,0,
100,0,0.48,4.8,1,1,5,0,
100,0,0.47,2.4,1,1,5,0,
100,0,6.81,22.61,1.12,1.28,0,0,
100,0,14.58,15.33,1,1,0,0,
100,1,4.84,6,1,1,0,0,
100,0,62,31,1.67,2,315,3,Delivered Defects values entered look unusually higher than normal (atleast 100 times higher). Maybe inflow of incidents tickets has increased
100,0,0.47,4.8,1,1,5,0,
100,0,7.9,35.01,0.97,0.83,0,0,
100,4,4.51,3.94,1,1,0,0,
100,31,3.69,4.74,1,1,0,0,
100,5,4.23,5.93,1,1,0,0,
100,0,1.68,11.25,1,1.07,0,0,
100,0,3.79,7,1,1,0,0,
100,0,2.9,1,1,1,0,0,
91.67,11,25.83,14.33,0.94,1,1,0,
100,0,5.82,68,1,1,0,0,
96.67,2,1.1,5,1,1,0,0,
100,0,0,0,2.2,4,0,0,
100,0,0,0,1.21,0.71,0,0,
100,0,1,1,1,1,0,0,
100,0,1,1,1,1,0,0,
100,0,1,1,1,1,0,0,
100,0,8.5,6.2,0.87,1,0,0,
100,0,0,0,1.38,0.71,0,0,
100,0,0,0,1.06,1,0,0,
100,0,0.03,1,1,1,0,0,
100,0,8.5,6.2,0.87,1,0,0,
100,0,8.5,6.2,0.87,1,0,0,
100,0,2.5,60,1,1,0,0,
100,0,7.97,37.5,1.05,1,0,0,
100,0,6.59,29.55,1.23,1,0,0,
100,0,7.73,54.22,1,1,0,0,
100,0,3.78,3.78,1.29,1.29,17,0,
100,0,3.79,3.79,1.27,1.27,18,0,
100,0,8.06,10,0.91,1,0,0,
100,0,1.62,1,1.05,1,0,0,
100,0,2.26,1,1.02,1,0,0,
55.68,88,0,9.08,1.32,2.18,45,0,
100,0,10,18,1,1,0,0,
100,0,5.19,0,1.63,1,0,0,
100,0,4,4,1.36,1.36,19,0,
100,0,7.85,5.71,1,1,0,0,
100,0,1.62,1,1.05,1,0,0,
100,0,1.63,1,0.96,1,0,0,
41.53,88,0,0,1.38,0.7,0,0,
100,0,7.5,14.41,1,1.17,0,0,
100,0,4.94,6.05,1,0.94,0,0,
100,0,4.13,7.27,1,0.81,0,0,
100,0,4.1,16.76,1,1,0,0,
100,0,4.9,28.22,1.06,1.5,0,0,
100,0,2.75,5,1,1,0,0,
100,0,10,18.75,1,1,0,0,
100,0,0.78,46.53,1,1,0,0,
100,0,5.97,41,1,2.2,0,0,
100,0,2.56,19.49,1,3.67,0,0,
100,0,8.73,4.29,1.01,1,0,0,
100,0,3.03,3,0.97,1,0,0,
100,0,1.04,4,1,1,0.86,0,
100,0,12.8,12.8,0.75,0.75,2,0,
100,0,5.62,11.21,1.18,3.5,0,0,
100,0,13.3,7.92,0.67,1.11,0,0,
100,0,1,0.25,0.99,0.89,0,0,
100,0,1.13,2.96,0.54,1.5,0,0,
100,0,0.06,0.04,1.43,7,0,0,
100,0,0.06,0.04,1.43,7,0,0,
100,0,7.5,10,1,1,0,0,
100,0,7.5,10,1.03,2,0,0,
100,0,37.5,46.5,1,1,0,0,
100,0,5.67,5,1,1,0,0,
100,0,5,8,1,1,0,0,
100,0,3.67,3,1.5,2,0,0,
100,0,0,0,1.21,1,0,0,
100,0,0,0,1.21,1,0,0,
90.91,1,2.67,44,1.02,0.5,0,0,
95.45,0,2.06,24,1,1,0,0,
100,0,2.46,60,1,1,1,0,
100,0,7.27,10,1,2,0,0,
100,0,0.83,22,0.84,1,8,0,
100,0,9.38,3.88,0.92,1,0,0,
100,0,1.41,20,1.41,1,0,0,
100,0,1.76,2.25,1.08,2,0,0,
100,0,0.03,8,1,1,1,0,
100,0,0.03,8,1,1,1,0,
100,18,8.05,80,1.02,1.03,4,0,
100,0,4.61,17,1.05,1,4,0,
100,0,2.29,1,1.05,4,0,0,
100,0,0,0,1.21,1,0,0,
100,0,2.64,10,1.08,1,0,0,
100,0,2.36,10,1.04,1,0,0,
94.25,3,2.41,3.83,0.89,0.4,7,0,
100,0,2.38,2.38,1,1,13,0,
100,0,0.55,0.67,1,-1,0,0,
100,0,3.26,2.14,1.04,1.4,0,0,
96.3,91,1.49,10.02,1,-0.43,0,0,
100,60,69.67,72,1,1,100,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,0,55.14,56.2,1,1,100,0,
100,0,3.81,2.64,1,1,0,0,
97.56,0,2.28,0.25,0.96,1,0,0,
100,0,5.8,7.43,1,1,0,0,
100,0,6.78,6.55,1,1,0,0,
100,0,1.91,10,0.97,1,0,0,
100,0,1.42,8.5,1.02,4,0,0,
95.04,17,2.92,2.01,0.84,1,7,0,
94.84,17,3.35,13.29,0.9,0.67,7,0,
100,0,0.15,0.8,1,1,0,0,
100,0,41.85,10.67,1.1,1.5,0,0,
100,0,4.17,16.5,0.99,1,0,0,
100,0,1.53,47.2,1.02,1.36,0,0,
100,1,1,1,1,1,0,0,
100,0,7.34,6.5,10,6.35,0,0,
100,0,23,9.25,1,1,0,0,
100,0,20,13.33,1,1,0,0,
100,9,3.59,35.2,1.11,2.5,0,0,
100,117,1.33,5.39,1.11,-0.27,0,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,0,27.71,0.73,0.9,1,0,0,
100,0,0,0,1,0.88,0,0,
100,0,10,200,1,1,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
105.26,0,1.67,1.2,9,2.5,0,5,"%SLAs met is more than 100%, please re-check"
105.26,0,1.78,2,9,3,0,5,"%SLAs met is more than 100%, please re-check"
100,0,4.02,12.83,1,1,0,0,
100,0,3.66,12.83,1,1,0,0,
100,0,0.16,17,1.16,1.33,0,0,
100,0,0.15,16.75,1.04,2,0,0,
100,0,1.1,1.1,1,1,0,0,
100,0,4.55,160,1.2,1,0,0,
100,0,6.7,6,1,1,0,0,
96.67,0,2.01,48,1,1,0,0,
100,0,34.41,50,0.93,1,0,0,
100,0,4.04,50,0.98,1,0,0,
100,117,1.2,6.39,1.15,-0.15,0,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,11,2.71,2.5,0.8,1,0,0,
100,5,11.25,11.25,1.6,1.6,0,0,
100,6,6.9,18.67,0.85,1,0,0,
100,53,1.14,10.15,1.03,0.91,0,0,
100,0,16,40,1.07,1,0,0,
100,0,16,40,1.06,1,0,0,
100,0,4.19,50,0.95,1,0,0,
100,0,3.73,6.83,1,1,0,0,
100,0,2.4,2.3,1,1,0,0,
100,0,4.27,15,1,1,0,0,
100,0,0,0,7.8,29.5,0,0,
100,12,1.96,22.38,1.1,1.06,0,0,
100,0,2.47,22,0.96,0.04,0,0,
100,0,1,0.5,1,1,10,0,
100,0,1,0.5,1,1,0,0,
100,0,1,1,1,1,0,0,
100,0,31.36,30.63,1,1,0,0,
100,0,28.73,34.13,0.99,0.94,0,0,
100,0,7.27,10,1,2,0,0,
100,20,0,0,1.1,-0.35,0,0,
1100,88,1.14,1.17,-1.64,-1.1,5,5,"%SLAs met is more than 100%, please re-check"
100,0,6.81,18,1,1,0,0,
100,0,10.96,41.78,0.77,1.5,0,0,
100,0,10.99,4,1,1,0,0,
100,0,17,22,1,1,0,0,
100,0,17.86,19.3,1,1,0,0,
100,10,2.16,27.18,1.11,1.05,0,0,
100,11,2.18,26.64,1.11,1.09,0,0,
100,0,2.6,4,1,1,0,0,
100,0,39.93,31.5,1.75,0.8,2,0,
100,0,48.78,63.67,0.82,1.2,2,0,
100,1,7.53,16,0.94,2,1,0,
100,0,8.09,13.5,1,1,2,0,
100,0,70,11,1.13,-0.13,0,0,
100,0,2.91,1,1,1,0,0,
100,0,2.2,5,1.18,2.05,0,0,
100,0,2.2,5,1.18,2.05,0,0,
100,0,2.63,7.05,1.14,1.61,0,0,
100,0,2.63,7.05,1.14,1.61,0,0,
100,0,2.69,4.98,1.19,2.41,0,0,
100,0,8,0.55,1,1,0,0,
91.67,11,25.83,14.33,0.94,1,1,0,
100,9,32.85,147,1.4,1,0,0,
100,0,5.08,16,0.95,1,0,0,
100,0,10,25,0.9,1,0,0,
100,0,2.69,4.98,1.19,2.41,0,0,
100,0,2.46,4.67,1.21,4.29,0,0,
100,0,4.28,5.26,1,1,0,0,
100,0,4.22,39,1,1,0,0,
100,0,4.23,22.22,0.93,1,0,0,
100,0,5.77,23.85,1.04,1.44,0,0,
100,0,5.43,26.18,1.06,2.2,1,0,
100,0,5.18,32.67,1.06,1.33,0,0,
100,0,0,0,1.1,1,0,0,
100,0,8,8,5,5,0,0,
100,0,6.12,40,1.7,1,0,0,
100,0,12.42,12.69,0.88,0.88,0,0,
100,0,2.73,10,1.25,1,5,0,
100,0,4.09,10,1.04,1,5,0,
100,0,10.36,90,0.87,-0.71,0,0,
96.91,0,2.43,50,1.04,-0.77,0,0,
100,0,1,10,1,1,0,0,
100,0,1.2,0.83,1,1,0,0,
100,0,1.2,0.83,1,1,0,0,
100,0,1.2,0.83,1,1,0,0,
100,0,0.9,832,1.05,-0.13,11,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,18,10.59,80,1,1.33,5,0,
100,0,4.41,17,1.05,1,4,0,
100,0,3.71,56.2,1.53,1,0,0,
90.91,0,1.49,20,0.97,0.58,21,0,
100,13,2.5,0.25,0.8,1,3,0,
117.65,0,4.14,58.67,0.99,2.25,0,5,"%SLAs met is more than 100%, please re-check"
95,0,2.7,3,-12.27,1,1,0,
100,0,6.12,40,1.7,1,0,0,
100,0,4.14,18.5,1.19,2,0,0,
100,39,12.85,1,1.19,1,0,0,
100,0,6.89,7.5,0.97,1,0,0,
100,356,6.78,68.31,1.19,0.8,0,4,"Ageing value is very high compared to normal data, even with higher %SLAs met and resolution efforts looking normal"
100,0,8.82,10,1.11,1,5,0,
100,0,0.06,0.04,1.43,7,0,0,
100,0,6,6,1,1,0,0,
100,0,1.54,30.95,1.09,-0.29,0,0,
100,0,1,10,1,1,0,0,
100,0,1,10,1,1,0,0,
100,0,10,10,1,1,0,0,
100,0,1.2,0.83,1,1,0,0,
90.91,0,4.73,280,1.05,1,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,44,1.02,10.97,1.03,1.07,0,0,
100,0,8.68,150,1.06,2,1,0,
100,0,3.98,75,1,1.33,1,0,
100,0,9.97,4.59,1,1,0,0,
96.72,3,4.39,10.89,0.89,0.67,9,0,
100,0,23,8.38,1,1.33,0,0,
100,0,23,7.67,1,1,0,0,
100,0,23,7.67,1,1,0,0,
100,102,1.44,12.25,1.04,-0.1,0,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,121,1.29,20.98,1.06,-0.2,0,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
78.17,0,1.25,1.67,3.33,3,21,0,
82.14,0,1.25,1.67,3.33,3,23,0,
91.3,90,3.24,5,0.99,2,0,0,
